took_pre_CC,took_post_CC,CC_ConsensusTemp_pre,CC_Important_pre,CC_HarmPeople_pre,CC_ScientistsWhether_pre,CC_Beliefs_pre,CC_Worried_pre,CC_BeliefsFillIn_pre,CC_ChangeMind_pre,CC_Validation_pre,CC_HarmYou_pre,CC_ScientistsWhy_pre,CC_Happening_pre,CC_ConsensusCause_pre,CC_Thought_pre,CC_Friends_pre,CC_View_pre,CC_HarmPeople_post,CC_Thought_post,CC_Beliefs_post,CC_Worried_post,CC_ConsensusCause_post,CC_View_post,CC_ScientistsWhether_post,CC_BeliefsFillIn_post,CC_ChangeMind_post,CC_ConsensusTemp_post,CC_Validation_post,CC_Important_post,CC_Friends_post,CC_ChangedMe_post,CC_HarmYou_post,CC_Happening_post,CC_ScientistsWhy_post
1,1,StronglyAgree,Very,After100,StronglyAgree,Humans,Somewhat,,SomewhatAgree,StronglyAgree,Moderate,StronglyAgree,YesExtrSure,Humans,Little,DK,Unclear,Years51to100,Little,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,StronglyAgree,Very,Some,StronglyAgree,GreatDeal,YesExtrSure,StronglyAgree
0,1,,,,,,,,,,,,,,,,,Years51to100,Some,Humans,Somewhat,Humans,Unwilling,StronglyAgree,,SomewhatAgree,StronglyAgree,SomewhatAgree,MostlyNot,All,SomewhatAgree,Little,YesExtrSure,StronglyAgree
1,0,,Neither,Years26to50,Neither,Both,Neither,,StronglyAgree,SomewhatAgree,Somewhat,SomewhatAgree,YesNotSure,Humans,NotAtAll,DK,Unwilling,,,,,,,,,,,,,,,,,
1,0,StronglyAgree,Extremely,Years10,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Little,StronglyAgree,YesExtrSure,Humans,ALot,Most,Success,,,,,,,,,,,,,,,,,
1,0,SomewhatAgree,Neither,After100,SomewhatAgree,Both,Neither,,Neither,SomewhatAgree,Little,SomewhatDisagree,YesSomeSure,Both,Little,None,Unclear,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,Years51to100,Some,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,SomewhatAgree,Moderate,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Extremely,Years11to25,StronglyAgree,Humans,Very,,SomewhatDisagree,SomewhatAgree,GreatDeal,StronglyAgree,YesVerySure,Humans,Some,None,Unwilling,Now,Some,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,Most,StronglyAgree,GreatDeal,YesExtrSure,StronglyAgree
1,1,SomewhatAgree,Very,Years11to25,SomewhatAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,Humans,Some,Most,Unclear,Years10,Some,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,SomewhatAgree,GreatDeal,YesVerySure,StronglyAgree
1,1,StronglyAgree,Neither,After100,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Little,StronglyAgree,YesVerySure,Humans,ALot,Most,Unwilling,After100,Some,Humans,Very,Humans,Unwilling,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,DK,Neither,Somewhat,YesExtrSure,StronglyAgree
1,1,,Very,Years26to50,,Humans,Somewhat,,SomewhatDisagree,,Little,,YesVerySure,,,,,,,,,,,,,,,,,,,,YesExtrSure,
1,1,SomewhatAgree,Very,Years26to50,SomewhatAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesExtrSure,Humans,Some,,Unclear,Now,Some,Both,Somewhat,Humans,Unwilling,StronglyAgree,,StronglyDisagree,SomewhatAgree,SomewhatAgree,Very,Most,SomewhatAgree,GreatDeal,YesExtrSure,SomewhatAgree
1,1,SomewhatAgree,Very,Years11to25,StronglyAgree,Both,Somewhat,,SomewhatDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,Humans,Some,Most,Unwilling,Years10,Some,Both,Very,Both,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,Most,SomewhatAgree,DK,YesExtrSure,SomewhatAgree
1,1,SomewhatAgree,MostlyNot,Years10,SomewhatAgree,Natural,Somewhat,,SomewhatAgree,SomewhatAgree,Somewhat,SomewhatAgree,YesSomeSure,NotHappening,Little,Most,CantReduce,Now,Some,ExtentUnknown,Somewhat,Natural,Unwilling,Neither,,Neither,Neither,Neither,Neither,Some,SomewhatAgree,Little,YesNotSure,Neither
1,1,StronglyAgree,Very,Now,StronglyAgree,Humans,Very,,StronglyDisagree,StronglyAgree,GreatDeal,StronglyAgree,YesExtrSure,Humans,ALot,All,Success,Now,ALot,Humans,Very,Humans,Success,StronglyAgree,,StronglyAgree,StronglyAgree,SomewhatAgree,Extremely,DK,StronglyDisagree,GreatDeal,YesExtrSure,StronglyAgree
1,0,StronglyAgree,Very,Now,SomewhatAgree,Humans,Very,,Neither,SomewhatAgree,DK,SomewhatAgree,YesVerySure,Humans,Some,All,Unclear,,,,,,,,,,,,,,,,,
1,0,SomewhatAgree,Neither,Years51to100,SomewhatAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,Humans,Some,Most,Success,,,,,,,,,,,,,,,,,
1,1,StronglyAgree,Neither,Years11to25,StronglyAgree,Humans,NotVery,,Neither,SomewhatAgree,DK,SomewhatAgree,YesNotSure,DK,Some,DK,Unwilling,Years11to25,Little,Humans,Somewhat,Both,Unclear,StronglyAgree,,StronglyAgree,StronglyAgree,SomewhatAgree,Neither,DK,SomewhatDisagree,DK,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Now,StronglyAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,GreatDeal,SomewhatAgree,YesVerySure,Humans,Some,Most,Unclear,Now,ALot,Humans,Somewhat,Humans,Unwilling,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,All,SomewhatAgree,GreatDeal,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Years26to50,StronglyAgree,Humans,Very,,SomewhatDisagree,SomewhatAgree,Little,StronglyAgree,YesExtrSure,Humans,ALot,All,Unclear,Years10,ALot,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyAgree,StronglyAgree,SomewhatAgree,Extremely,All,SomewhatAgree,DK,YesExtrSure,StronglyAgree
0,1,,,,,,,,,,,,,,,,,Years51to100,Some,ExtentUnknown,Somewhat,Both,Unclear,SomewhatAgree,,Neither,StronglyAgree,SomewhatAgree,Neither,DK,Neither,Little,YesExtrSure,Neither
0,1,,,,,,,,,,,,,,,,,Years10,Some,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,All,SomewhatAgree,DK,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Now,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Moderate,StronglyAgree,YesExtrSure,Humans,Some,All,Unclear,Now,ALot,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,StronglyAgree,Very,All,Neither,Moderate,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Now,StronglyAgree,Humans,Very,,SomewhatDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,Humans,Some,Most,Unwilling,Now,Some,Humans,Very,Humans,Unwilling,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,SomewhatAgree,GreatDeal,YesExtrSure,StronglyAgree
1,0,StronglyAgree,Very,Years26to50,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,DK,Some,Most,Unwilling,,,,,,,,,,,,,,,,,
1,1,StronglyAgree,Extremely,Years26to50,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Moderate,StronglyAgree,YesExtrSure,Humans,ALot,Most,Unclear,,,,,,,,,,,,,,,,,
1,0,StronglyAgree,Very,Years11to25,StronglyAgree,Humans,Somewhat,,SomewhatAgree,SomewhatAgree,Moderate,,YesExtrSure,Humans,Some,None,CantReduce,,,,,,,,,,,,,,,,,
1,1,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,GreatDeal,StronglyAgree,YesExtrSure,Humans,ALot,Most,Unclear,Now,ALot,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Extremely,All,SomewhatDisagree,GreatDeal,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Years26to50,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Moderate,StronglyAgree,YesExtrSure,Humans,Little,Most,Unclear,Now,ALot,Humans,Very,Humans,Unwilling,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Extremely,Most,SomewhatAgree,Moderate,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Now,StronglyAgree,Humans,Very,,SomewhatAgree,SomewhatAgree,Moderate,SomewhatAgree,YesExtrSure,Other,Some,Some,Unclear,Now,Some,Humans,Very,Humans,Success,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Some,StronglyAgree,GreatDeal,YesExtrSure,SomewhatAgree
1,1,SomewhatDisagree,MostlyNot,After100,SomewhatAgree,Humans,Somewhat,,SomewhatAgree,SomewhatDisagree,Little,SomewhatDisagree,YesExtrSure,Humans,Little,Most,Unwilling,Years10,Little,Humans,Very,Humans,Unclear,SomewhatAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,Most,StronglyAgree,GreatDeal,YesExtrSure,StronglyAgree
1,0,,,,,,,,,,,,YesExtrSure,,,,,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,After100,NotAtAll,Both,Very,Humans,DontNeed,SomewhatAgree,,StronglyDisagree,SomewhatAgree,SomewhatAgree,Extremely,Most,SomewhatDisagree,GreatDeal,YesExtrSure,SomewhatAgree
1,1,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,StronglyDisagree,StronglyAgree,Moderate,SomewhatAgree,YesExtrSure,Humans,ALot,Most,Unclear,Now,ALot,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Extremely,Most,SomewhatAgree,GreatDeal,YesExtrSure,StronglyAgree
1,0,StronglyAgree,MostlyNot,Years51to100,StronglyAgree,Both,Somewhat,,SomewhatAgree,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,Both,Some,Most,Unclear,,,,,,,,,,,,,,,,,
1,1,Neither,Very,Years10,Neither,Both,Somewhat,,SomewhatDisagree,Neither,Moderate,Neither,YesExtrSure,Humans,Little,Most,Unwilling,Years10,Little,Humans,Somewhat,Humans,Unwilling,SomewhatAgree,,SomewhatDisagree,SomewhatAgree,SomewhatAgree,Very,Most,StronglyAgree,Moderate,YesExtrSure,SomewhatAgree
0,1,,,,,,,,,,,,,,,,,Now,Little,Both,Somewhat,Both,Unclear,StronglyAgree,,SomewhatDisagree,DK,SomewhatAgree,Very,Most,SomewhatAgree,Moderate,YesExtrSure,SomewhatDisagree
1,0,StronglyAgree,Very,Years11to25,SomewhatAgree,Both,Somewhat,,SomewhatDisagree,SomewhatAgree,Moderate,Neither,YesVerySure,Humans,Some,Most,Unclear,,,,,,,,,,,,,,,,,
1,1,StronglyDisagree,Neither,Years26to50,StronglyDisagree,ExtentUnknown,NotVery,,SomewhatAgree,SomewhatDisagree,Moderate,DK,YesSomeSure,Both,Little,Most,Unwilling,Now,ALot,Humans,Somewhat,Humans,Unwilling,Neither,,SomewhatAgree,Neither,Neither,Very,Some,StronglyAgree,Moderate,YesExtrSure,Neither
1,0,Neither,Neither,Years26to50,SomewhatAgree,ExtentUnknown,Somewhat,,SomewhatDisagree,SomewhatAgree,Little,SomewhatAgree,YesVerySure,NoConsensus,ALot,Some,Unclear,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,Years26to50,NotAtAll,Humans,Very,Both,Unclear,DK,,SomewhatDisagree,DK,DK,Neither,,SomewhatAgree,GreatDeal,YesVerySure,DK
1,0,StronglyAgree,Neither,Years10,Neither,Natural,Neither,,SomewhatAgree,SomewhatAgree,Little,SomewhatAgree,YesSomeSure,Both,Some,Most,Unclear,,,,,,,,,,,,,,,,,
1,1,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,SomewhatDisagree,SomewhatAgree,Moderate,StronglyAgree,YesExtrSure,Humans,Some,Some,Unwilling,Now,Little,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,Neither,Moderate,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Years51to100,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Little,StronglyAgree,YesExtrSure,Humans,ALot,All,Unclear,,ALot,,,Humans,Unwilling,StronglyAgree,,,StronglyAgree,SomewhatAgree,,All,SomewhatDisagree,,,StronglyAgree
1,1,SomewhatAgree,Extremely,Years51to100,SomewhatAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,DK,SomewhatAgree,YesExtrSure,Both,ALot,Most,Unclear,Now,ALot,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Extremely,All,Neither,GreatDeal,YesExtrSure,StronglyAgree
0,1,,,,,,,,,,,,,,,,,Years11to25,Little,Humans,Somewhat,Humans,Unwilling,StronglyAgree,,SomewhatDisagree,StronglyAgree,StronglyAgree,Very,Few,SomewhatAgree,Moderate,YesExtrSure,StronglyAgree
1,1,,NotAtAll,NotHappening,,NotHappening,NotVery,,SomewhatAgree,,NotHappening,,NoNotSure,NotHappening,NotAtAll,,NotHappening,Years26to50,NotAtAll,Humans,Somewhat,Humans,Unclear,SomewhatAgree,,Neither,SomewhatAgree,SomewhatAgree,Very,Some,SomewhatAgree,Moderate,YesSomeSure,SomewhatAgree
0,1,,,,,,,,,,,,,,,,,Now,Some,Both,Somewhat,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Few,SomewhatDisagree,GreatDeal,YesExtrSure,StronglyAgree
1,0,SomewhatAgree,Very,Years10,SomewhatAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,Little,SomewhatAgree,YesNotSure,Humans,Some,Few,Unwilling,,,,,,,,,,,,,,,,,
1,0,,Very,Now,,Humans,Very,,SomewhatDisagree,,GreatDeal,,YesExtrSure,,,,,,,,,,,,,,,,,,,,,
1,0,StronglyAgree,Very,Now,StronglyAgree,Humans,Somewhat,,SomewhatDisagree,StronglyAgree,GreatDeal,StronglyAgree,YesExtrSure,Humans,ALot,All,Unclear,,,,,,,,,,,,,,,,,
1,1,StronglyAgree,Neither,Years10,StronglyAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,Somewhat,StronglyAgree,YesExtrSure,Humans,Little,Most,Unclear,Years11to25,Little,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,All,SomewhatAgree,Little,YesExtrSure,StronglyAgree
1,1,SomewhatAgree,Very,Years26to50,StronglyAgree,Humans,Very,,Neither,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,Humans,Some,Most,Unclear,Years10,Little,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,StronglyAgree,Moderate,YesVerySure,StronglyAgree
1,1,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,Neither,SomewhatAgree,GreatDeal,StronglyAgree,YesExtrSure,Humans,ALot,Some,Unwilling,Now,ALot,Humans,Very,Humans,Unwilling,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Extremely,Most,StronglyDisagree,Moderate,YesExtrSure,StronglyAgree
1,1,Neither,Neither,Years11to25,SomewhatAgree,ExtentUnknown,Somewhat,,Neither,SomewhatAgree,Moderate,Neither,YesSomeSure,DK,Little,Some,Unclear,Years10,Little,Humans,Somewhat,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,Neither,Moderate,YesExtrSure,StronglyAgree
1,1,StronglyAgree,Very,Now,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,GreatDeal,StronglyAgree,YesExtrSure,Humans,Some,Most,Unwilling,Now,Some,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Extremely,All,SomewhatAgree,Moderate,YesExtrSure,StronglyAgree
1,1,SomewhatAgree,Neither,Now,SomewhatAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,Little,SomewhatAgree,YesExtrSure,Humans,Some,All,Unclear,Now,Some,Humans,Somewhat,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Neither,All,Neither,DK,YesExtrSure,StronglyAgree
1,1,DK,Neither,NotHappening,SomewhatAgree,NotHappening,,,SomewhatAgree,SomewhatAgree,NotHappening,SomewhatDisagree,NoSomeSure,NotHappening,NotAtAll,,NotHappening,Years51to100,,Humans,,Humans,Unclear,StronglyAgree,,Neither,StronglyAgree,SomewhatAgree,NotAtAll,,StronglyAgree,Moderate,YesExtrSure,StronglyAgree
1,0,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,SomewhatAgree,SomewhatAgree,GreatDeal,SomewhatAgree,YesExtrSure,Humans,ALot,Most,Unclear,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,Now,Little,Humans,Very,Humans,Unwilling,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,StronglyAgree,Moderate,YesExtrSure,StronglyAgree
1,1,SomewhatAgree,Very,Years26to50,SomewhatAgree,Humans,Somewhat,,SomewhatDisagree,SomewhatAgree,Moderate,StronglyAgree,YesVerySure,Humans,Some,Most,Unwilling,Years11to25,ALot,Humans,Somewhat,Humans,Unwilling,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,MostlyNot,All,Neither,Moderate,YesExtrSure,StronglyAgree
1,0,StronglyAgree,Very,Now,SomewhatAgree,Humans,Somewhat,,Neither,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,DK,Little,All,Unclear,,,,,,,,,,,,,,,,,
1,1,SomewhatAgree,NotAtAll,Now,StronglyAgree,Other,Somewhat,I don't think its equal. I think humans are more to blame,StronglyDisagree,SomewhatAgree,Little,StronglyAgree,YesExtrSure,Both,Little,DK,Unwilling,Now,Little,Humans,Very,Humans,Unwilling,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Neither,DK,StronglyAgree,Moderate,YesExtrSure,StronglyAgree
1,0,StronglyAgree,Extremely,Years10,SomewhatAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,GreatDeal,SomewhatAgree,YesExtrSure,DK,ALot,Most,Unclear,,,,,,,,,,,,,,,,,
1,0,StronglyAgree,Very,After100,SomewhatAgree,Natural,Somewhat,,Neither,SomewhatAgree,Little,SomewhatAgree,NoSomeSure,Humans,Some,None,CantReduce,,,,,,,,,,,,,,,,,
1,0,StronglyAgree,Very,Years51to100,SomewhatAgree,Humans,Somewhat,,StronglyDisagree,SomewhatAgree,Little,StronglyAgree,YesExtrSure,Humans,Some,Most,Unclear,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,Years11to25,Some,Humans,Somewhat,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Neither,All,SomewhatDisagree,Little,YesExtrSure,StronglyAgree
1,0,StronglyAgree,Very,Years26to50,StronglyAgree,Humans,Very,,SomewhatDisagree,SomewhatAgree,Little,SomewhatAgree,YesSomeSure,Humans,ALot,All,Unclear,,,,,,,,,,,,,,,,,
1,0,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,GreatDeal,StronglyAgree,YesExtrSure,Humans,ALot,Most,Unwilling,,,,,,,,,,,,,,,,,
1,1,StronglyAgree,Extremely,Now,SomewhatAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesExtrSure,Both,ALot,All,Unclear,Now,Some,Both,Very,Both,Unwilling,SomewhatAgree,,Neither,StronglyAgree,SomewhatAgree,Extremely,All,StronglyAgree,GreatDeal,YesExtrSure,StronglyAgree
1,1,SomewhatDisagree,Neither,Years26to50,StronglyDisagree,Both,Somewhat,,SomewhatDisagree,SomewhatDisagree,DK,StronglyDisagree,YesVerySure,Humans,Little,DK,Unclear,Years26to50,Some,Humans,Very,DK,Unwilling,StronglyAgree,,SomewhatAgree,SomewhatAgree,SomewhatAgree,Neither,DK,SomewhatAgree,Little,YesExtrSure,SomewhatAgree
1,1,StronglyAgree,Neither,Now,StronglyAgree,Humans,Somewhat,,SomewhatAgree,SomewhatAgree,DK,StronglyAgree,YesExtrSure,Humans,Little,Most,Unclear,Years11to25,Some,Humans,Very,DK,Unwilling,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,Most,Neither,GreatDeal,YesExtrSure,StronglyAgree
1,1,SomewhatAgree,Neither,After100,StronglyAgree,Humans,Somewhat,,SomewhatAgree,SomewhatAgree,Moderate,SomewhatAgree,YesVerySure,Humans,Little,Most,Unclear,Years51to100,Little,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,StronglyAgree,Somewhat,YesExtrSure,StronglyAgree
1,0,SomewhatAgree,MostlyNot,Years51to100,SomewhatAgree,CausesUnknown,Somewhat,,Neither,SomewhatAgree,Little,Neither,YesSomeSure,DK,Little,Few,Unwilling,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,Humans,Very,,,,,,,,,,,GreatDeal,YesExtrSure,
0,1,,,,,,,,,,,,,,,,,After100,Little,Both,NotVery,Humans,Unwilling,SomewhatAgree,,Neither,SomewhatAgree,SomewhatAgree,Neither,DK,Neither,Little,YesSomeSure,SomewhatAgree
0,1,,,,,,,,,,,,,,,,,Years10,Little,Humans,Neither,Humans,DontNeed,SomewhatAgree,,Neither,SomewhatAgree,SomewhatAgree,Neither,,Neither,GreatDeal,YesExtrSure,SomewhatAgree
1,0,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,SomewhatDisagree,SomewhatAgree,Moderate,StronglyAgree,YesExtrSure,Humans,ALot,Most,Unclear,,,,,,,,,,,,,,,,,
1,1,,Neither,Years26to50,,Humans,Very,,SomewhatDisagree,,Little,,YesVerySure,,,,,Years26to50,Little,Humans,Very,Humans,Unwilling,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,Most,SomewhatAgree,Moderate,YesVerySure,StronglyAgree
1,1,StronglyAgree,Very,Years10,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Moderate,StronglyAgree,YesExtrSure,Humans,Some,Most,Unclear,Years10,Some,Humans,Very,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,,SomewhatAgree,GreatDeal,YesExtrSure,StronglyAgree
1,1,SomewhatAgree,Neither,Years10,SomewhatAgree,Natural,Neither,,SomewhatDisagree,SomewhatAgree,Little,Neither,YesVerySure,Both,Some,Some,Unwilling,Now,Little,Humans,Somewhat,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Very,Some,StronglyAgree,Moderate,YesExtrSure,StronglyAgree
1,0,StronglyAgree,Very,Years51to100,StronglyAgree,Natural,Somewhat,,SomewhatDisagree,SomewhatAgree,Moderate,StronglyAgree,YesVerySure,Humans,Some,All,Unclear,,,,,,,,,,,,,,,,,
1,0,StronglyAgree,Neither,Years11to25,SomewhatAgree,Humans,Somewhat,,SomewhatAgree,SomewhatAgree,Moderate,SomewhatAgree,YesExtrSure,Both,Some,Most,Unclear,,,,,,,,,,,,,,,,,
1,1,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Moderate,SomewhatAgree,YesExtrSure,Humans,ALot,All,Unwilling,,,,,,,,,,,,,,StronglyDisagree,,YesExtrSure,
0,1,,,,,,,,,,,,,,,,,Now,Little,Humans,Somewhat,Humans,Unclear,StronglyAgree,,SomewhatAgree,StronglyAgree,SomewhatAgree,Very,Most,SomewhatAgree,Moderate,YesExtrSure,SomewhatAgree
1,0,StronglyAgree,Extremely,Now,StronglyAgree,Humans,Very,,StronglyDisagree,SomewhatAgree,Somewhat,StronglyAgree,YesExtrSure,Humans,ALot,Most,Unclear,,,,,,,,,,,,,,,,,
1,0,SomewhatDisagree,Very,Years26to50,SomewhatAgree,Humans,Somewhat,,Neither,Neither,GreatDeal,SomewhatAgree,YesVerySure,DK,Some,Most,Unclear,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,Now,Some,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Extremely,Most,SomewhatDisagree,GreatDeal,YesExtrSure,StronglyAgree
1,1,Neither,Neither,Years11to25,SomewhatAgree,Both,Somewhat,,SomewhatAgree,SomewhatAgree,Somewhat,SomewhatAgree,YesNotSure,Both,Little,Most,Unwilling,Now,Little,Humans,Very,Humans,Unclear,StronglyAgree,,SomewhatDisagree,StronglyAgree,SomewhatAgree,Very,Most,SomewhatAgree,Little,YesExtrSure,StronglyAgree
1,1,SomewhatAgree,Neither,Years26to50,StronglyAgree,Humans,NotVery,,Neither,SomewhatAgree,Somewhat,StronglyAgree,YesExtrSure,Humans,Little,DK,Unwilling,Years11to25,Little,Humans,Somewhat,Humans,Unclear,StronglyAgree,,StronglyDisagree,StronglyAgree,SomewhatAgree,Neither,Some,StronglyAgree,Somewhat,YesExtrSure,StronglyAgree